,BH2_FDSW220017122-1r,BH4_FDSW220017124-1r,BH6_FDSW220017126-1r,BH8_FDSW220017128-1r,BH10_FDSW220017130-1r,BH12_FDSW220017132-1r,BH14_FDSW220017134-1r,BH15_FDSW220017135-1r,DD1_FDSW220008388-1r,DD3_FDSW220008390-2r,DD5_FDSW220008392-2r,DD7_FDSW220008394-1r,DD9_FDSW220008396-1r,DD11_FDSW220008398-1r,DD13_FDSW220008400-2r,DD15_FDSW220008402-2r,DY2_FDME210438600-1b,DY3_FDME210438601-1r,DY6_FDME210438604-1r,DY7_FDME210438605-1r,DY10_FDME210438608-1r,DY11_FDME210438609-1r,DY13_FDME210438611-1b,DY15_FDME210438613-1r,LYG1_FDME210455382-1r,LYG3_FDME210455384-1r,LYG5_FDME210455386-1r,LYG6_FDME210455387-1r,LYG7_FDME210455388-1r,LYG11_FDME210455392-2r,LYG13_FDME210455394-1a,LYG15_FDME210455396-1a,NB1_FDME210455352-1r,NB2_FDME210455353-1r,NB4_FDME210455355-1r,NB6_FDME210455357-1r,NB7_FDME210455358-1r,NB11_FDME210455362-1b,NB12_FDME210455363-1r,NB15_FDME210455366-1r,SY1_FDME210455397-2a,SY3_FDME210455399-2a,SY7_FDME210455403-2a,SY9_FDME210455405-2a,SY11_FDME210455407-1r,SY12_FDME210455408-1r,SY13_FDME210455409-2a,SY15_FDME210455411-2a,ST1_FDME220007465-1r,ST3_L1,ST7_FDME220007471-1r,ST9_L1,ST10_L1,ST12_L1,ST13_L1,ST15_L1,WZ1_L1,WZ3_L1,WZ5_L1,WZ7_FDME210455463-1r,WZ10_L1,WZ11_L1,WZ14_L1,WZ15_FDME210455471-1r,XM2_FDME220007436-1r,XM4_FDME220007438-1r,XM6_FDME220007440-1r,XM8_FDME220007442-1r,XM10_FDME220007444-1r,XM12_FDME220007446-1r,XM14_FDME220007448-1r,XM15_FDME220007449-1r,YC1_FDME220007405-1r,YC3_FDME220007407-1r,YC5_FDME220007409-1r,YC7_FDME220007411-1a,YC9_FDME220007413-1r,YC11_FDME220007415-1r,YC13_FDME220007417-1r,YC15_FDME220007419-1r,ZH1_FDSW220008784-1r,ZH3_FDSW220008786-1r,ZH5_FDSW220008788-1r,ZH7_FDSW220008790-1r,ZH9_FDSW220008792-2r,ZH11_FDSW220008794-2r,ZH13_FDSW220008796-2r,ZH15_FDSW220008798-2r,CXD_1412_FDSW210423229-1r,CXD_1414_FDSW210423231-1r,CXD_1604_FDSW210423236-1r,CXD_1609_FDSW210423241-1r,CXD_1610_FDSW210423242-1r,CXD_1611_FDSW210423243-1r,CXD_1612_FDSW210423244-1r,CXD_1613_FDSW210423245-1r
ZJ_WZ_contig_22440883||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061420357,0,0,0,0,0,0,0,0,0,0,0,13.62679075,8.011006469,19.13979542,14.15947918,12.92617308,14.24689431,5.908527907,8.01589344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.594987563,0.309536768,2.231151978,10.30578905,5.447559113,2.503607129,6.990700955,11.17401367,0,0,0,0,0,0,0,0,1.737769666,2.171621832,1.983892448,1.221934655,9.566097332,7.448237814,4.036504848,0.07618351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_22502332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663069908,0,0,0,5.663645556,2.14704077,11.68898962,6.48653404,8.243226586,18.61859439,3.098000337,0,20.94552393,6.032252152,35.74194337,22.9416148,12.98954458,4.967840629,3.296082342,1.545976881,0,0,0,0,0,0,0,0,0,0,0.205995001,0.453337026,0,0,0,0,25.94859704,10.42469308,12.68117555,34.00916438,24.9647102,25.41975373,12.39904546,23.34004989,0,0.621391087,1.723526292,0.539405876,0,2.499868147,0.660331869,1.700091131,2.867638329,3.834468675,4.681974736,1.940098785,2.087085922,2.085382324,2.836647989,1.31890392,0,0.875530693,0,0.815439284,0.061275554,0.313531676,0.25434567,0.988506856,7.899980746,12.26072217,8.169017766,6.10067461,5.9617988,4.585992758,7.525358394,5.775361203
ZJ_WZ_contig_22877601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.66879879,19.11275764,23.21439796,43.09602839,15.14912745,34.8855044,17.55278907,20.96126967,0,0,0,0,0.008250451,0.169198235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053788626,0
ZJ_WZ_contig_22881645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323519137,1.057818627,0,0,0,0.084335578,0,0,2.183657242,0.030043351,2.531197579,1.852113873,2.375802734,2.238465119,2.405395573,2.018737276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.665912962,3.922200236,5.11644484,0.945474711,6.234747453,10.25702601,3.3841355,2.49294301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262403108,0,0,0,0,0.608707651,0,0,0,0,0,0
ZJ_WZ_contig_22904250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.354567345,2.805861273,0.279518041,0,0.811905842,2.092212819,0.179883821,0,4.773435876,1.168173332,1.48205644,2.794498184,4.692785189,4.457907204,5.128522622,5.897252705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.028112223,6.43322756,4.438551925,7.418045636,3.721661287,11.12915022,3.658444594,2.426552002,0,0.345203879,0,0,0.197290616,0.825885516,0.231696686,0.097672873,0,0.748947434,0.873431762,0.180748682,0.440992809,0.051169033,0,0.669687458,0,0,0,0,0,0,0,0,0.899707206,1.02964133,2.136584479,0.467392959,0,0,0,0
ZJ_WZ_contig_23199201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432968631,0,0,0,0.658053156,0.993555676,2.867672265,1.589773718,3.307514934,0.943468713,2.709927134,2.012919911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.226374789,3.94133563,6.167619315,2.623739621,7.281859394,15.70875347,4.594881337,2.663800192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.046296245,8.351370869,1.192562314,0.25849205,2.396885623,1.976513777,0.568013918,2.769934481
ZJ_WZ_contig_23273323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.602882174,4.752891375,4.14544978,6.441105445,3.961412857,7.658280158,6.586399118,2.314771894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_23348015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468403522,0,1.933197469,1.325076575,2.322865235,3.172208232,0.807578032,3.031816717,0,0,0,0,0,0,0,0,1.277724477,0,0,0,0,0,0,0,5.247963225,2.088171157,4.874690821,4.3797006,5.058769437,8.742074922,1.770530719,7.149375945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_23548581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.711821249,0.180352495,2.460642481,3.1661378,2.56549872,3.049708748,3.605949821,5.280671154,0,0,0,0,0,0,0,0,1.441088682,0,0.890256597,0,0,0,0,0,11.11347688,9.913412334,4.726719741,2.284128421,5.166787028,13.81441068,6.805093501,2.97805579,0,0,0,0.273538845,1.000827915,0.200278226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89484305,0.582130001,0,0,0,0,0,0.602061195
ZJ_WZ_contig_23611370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.823101417,0.958297223,1.908618292,3.16210206,2.839756108,4.010807805,3.832681712,4.393143081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.626788704,8.431736947,9.986712178,7.833830254,4.588460586,6.083442434,8.689403604,3.408877166,0,0,0,0,0,0,0,0,0,0.094844653,0,0.195360126,0.253778003,0.211730468,0.448314249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_23692512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172780751,3.588863089,0,0,0.168625436,0,0,0,0,0.901024807,0.078880528,0.820773559,1.312920612,0.184324398,0,12.22836127,8.905404387,4.66486963,17.06246899,13.95751965,13.65776771,15.37706572,7.632455832,4.728993027,0,0,0,0,0,0,0,0,0,0,0,0,0.827205582,0,1.771295307,0.927677857,2.128164952,9.431313084,4.293891674,4.154619055,2.501893457,2.569071284,7.170392399,16.83123354,0,0,1.054060747,1.138326138,0.056735664,0,1.447006505,0.624413368,1.173062302,2.199555936,2.580566425,3.758246716,6.241499256,6.147936923,3.097826024,2.029801864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_23720667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80602674,0.915571234,2.08891133,3.309044414,3.674233849,3.949716364,3.898923793,5.258580123,0,0,0,0,0,0,0,0,1.359152667,0,1.163230905,0,0,0,0,0,11.31583799,12.22916883,5.273227893,2.260185719,5.177307108,11.96562685,7.506787103,2.438215309,0,0,0,0.519167843,1.089142474,0.313599693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.611773353,1.903477359,0,0,0,0.05992021,0,0.910693841
ZJ_WZ_contig_23871479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.815726741,5.618605168,10.29448854,4.195357143,5.658030139,10.19366094,5.915374643,1.874659421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_23919117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.794161745,2.808195998,4.889840794,3.800617047,4.029436747,6.814551103,5.771766579,6.367631265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.502828288,9.408109097,10.61997144,12.26806789,6.447158387,11.44538187,8.271716417,8.782115799,0,0,0,0,0,0,0,0,1.742248814,1.036970206,1.798839577,1.145089809,2.026070435,2.42201614,3.212434268,3.512475213,0,0,0,0,0,0,0,0,0.650015952,1.073547259,2.670915237,1.117524526,2.558991709,1.283806393,2.771633703,0.909779448
ZJ_WZ_contig_23987228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120929358,0,0,0,0,0,0,0.791188263,0,0,0,0,0,0,0,0,0.438043723,0,0,0,0,0,0,0,14.57359208,11.58286676,9.339008214,10.99245811,7.452297669,32.00876211,7.523933904,9.456927893,0.280648942,0,0,0,0.505743867,0.435917742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_24138700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156212441,0,0.017638376,0,0,0,0,0,0,0,0,0,30.88757166,16.20158227,31.34053741,29.88032805,31.38516825,30.08523891,37.12597686,32.48197475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.76670041,17.53051545,15.96272703,21.17777357,11.23470687,12.01669501,14.99788083,16.50916207,0,0,0,0,0,0,0,0,6.774127557,10.20527019,8.221536086,14.11391524,10.13243808,6.007779802,6.402142744,9.397470136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_24211878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247915185,0,0,0,0,0,0,0,0,0,0,0,63.48358861,21.71824556,81.73920324,81.60167743,53.84038724,61.68021847,74.78234184,48.09953299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.286554834,5.052667517,6.100907242,2.431339023,3.127415872,4.779833488,3.424895488,6.164709089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_24325329||full,1.301235484,2.616401096,1.183730333,0.646239892,1.846553878,1.355320405,4.155367926,3.910865245,0,0,0,0,0,0,0,0,0,0.376457319,0,0,0,0,0,0,1.129819777,4.999337728,1.679768941,1.849577101,0.688830008,5.340669974,1.096995502,0,9.53554868,2.896473996,7.713358949,9.633390338,6.288510762,8.158438559,7.641189717,5.788274876,0.358758713,0,0.346493479,0,0,0,0,0,1.058891997,0,0.324750645,0,0.810080537,0.192112592,0.461652258,0.386383157,14.54248517,10.57851676,16.66840997,13.01123342,19.89362667,20.55358128,16.06157108,13.50346541,10.63288651,3.546357591,6.762479989,4.599946129,3.947257478,4.864290265,7.453546195,6.188542577,11.87996077,7.269350619,11.09145151,9.056994546,10.98157577,11.66486825,9.123291232,10.10123041,0,0,0,0,0,0,0,0,4.224646259,9.252319409,2.391306717,2.211285102,7.675601275,4.658248488,7.28538975,4.263767173
ZJ_WZ_contig_24376261||full,0,0,0,0,0,0.045902634,0,0,0,0,0,0,0,0,0,0,0.416374188,2.723349942,0,0,0.172545974,0.653084242,0.043869451,0,0,0,0,0,0,0,0,0,4.718908112,1.1749305,1.461381128,4.101590346,3.319355821,6.472153832,6.288093173,4.657879227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34798933,9.732341932,6.153422213,3.851995873,7.740684499,7.847932877,5.502235442,8.879751137,0.193930658,0,0,0,0,0,0,0,8.154559813,6.337963521,8.407535645,13.7772793,7.927393743,10.26493537,6.32754157,16.79594703,0,0,0,0,0,0,0,0,0.048881158,0.255001684,0,0,0.726624082,0.178093442,0.523611074,0
ZJ_WZ_contig_24583065||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.194250596,1.685934334,4.240013594,4.965144503,4.876174018,4.967326491,6.955445275,7.17019042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.378726801,2.376124792,2.549816469,0,2.971086508,6.109219815,3.509985231,1.162562452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_24599169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543784586,0,0.584271272,0.107519462,0.671742878,0.139202948,0.346095124,0,0,0,0,0,0,0,0,0,0.662917944,4.099909666,1.382517887,1.07147982,0.734626983,0,0,1.564464247,11.24813475,8.118334624,14.23180811,3.854047906,12.217749,14.82436095,16.93850678,2.989264156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.343665853,5.942894462,5.720888362,9.102392809,0.702338885,2.03751916,1.83591108,2.088394962
ZJ_WZ_contig_24625173||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.604049107,5.506066015,10.0954029,11.86243551,10.20214985,10.51845512,6.972063273,11.17559544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.241024889,4.65026794,6.722342082,3.053935942,2.389920585,7.410987713,2.279625382,4.702835676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_24632883||0_partial_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.31969235,3.103301116,7.752858594,11.16992229,14.10068462,11.3213139,11.98129502,9.938083192,0,0,0,0,0,0,0,0,0.301530582,0,0,0,0,0,0,0,11.31497423,10.58159799,13.4793565,9.755453061,15.40939114,11.19887022,13.47265571,4.468993388,0.056545457,0.509723835,0.215919594,0,0.9041759,0.155849107,0.100404257,0,8.125616419,7.893799681,9.788297567,7.761275161,6.52015165,9.849376466,9.225574668,9.221148046,0,0,0,0,0,0,0,0,3.166939579,5.228751046,0,0,18.8799463,13.53662243,7.733076927,8.590938422
ZJ_WZ_contig_2469291,0,0,0,0,0,0,0,0,0.095365433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658229717,0,0,0,0,1.118010372,0,0,3.014586275,0.897813638,14.82859674,9.163046221,3.438365455,12.74031628,18.21093009,13.9528444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.640025295,5.562253748,19.56101599,5.937307669,17.16960362,6.464113171,9.389927847,47.16011817,0,0,0,0,0,0.478208639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137147385,0,0.276623093,0,0.029904124,0.75459925,0.969472445,0,0.096537138,0,0.117948809,0
ZJ_WZ_contig_24711419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.543890834,2.857523376,2.99338939,5.981130418,6.53946565,6.284008873,4.464944799,6.976266093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.886435353,6.40030393,3.841564182,0.989975323,4.11045046,16.13975859,5.220763342,7.11583411,0,0,0,0,0,0,0,0,0.256669123,0.416187745,0.006427359,0,0,1.573380152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_24845030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254616551,0,0,0,7.319702259,1.5068654,6.311275072,9.768987979,6.223375141,7.437249758,2.755283573,2.655037978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_25074972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.453800128,10.59855646,15.40152968,14.9929139,4.655647781,4.296957904,6.457141211,5.575533742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_25207227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602675276,0,0,0,0,0,0,0,0,0.071072368,0,0,0,0,0,0,0,10.37624984,11.25773118,7.128118335,8.272259029,6.399663327,16.21597503,4.789729443,9.583538407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_25247489||full,0.01273854,0,0,0,0.127452953,0,0.690303417,0.250319655,12.23326455,15.42952529,15.05301194,11.49817068,17.509083,17.30229683,11.87501158,12.45179013,0,0,0,0,0,0,0,0,0.683431139,1.043966588,0.39209629,0.732579339,1.372203529,0.431039508,0,0,6.334206547,2.139784505,8.183463751,8.374381807,6.432328058,5.023619627,6.52318018,4.315067267,0,0,0,0,0,0,0,0,5.238035432,9.324470223,5.514067068,5.934377332,3.684402459,1.516041244,5.084374511,5.348353506,12.12294259,10.66414998,7.517310421,6.931930726,6.803857568,12.0272103,7.632378648,5.981092589,7.306030793,9.634022741,8.93458429,14.42263988,9.013118095,10.81468426,8.851232997,12.37620169,1.292937499,1.616795775,1.859079945,0.618484204,1.24691553,1.583954382,1.553607033,0.947328931,17.63646243,22.94051586,18.55904309,29.69968195,25.31747011,23.95463874,23.49788897,20.52894617,10.72741021,9.662504336,9.510555938,10.30412419,9.48156369,9.063008486,8.300465488,10.18499362
ZJ_WZ_contig_25361393||full,0,0,0,0,0,0,0.28762611,0.01830922,0.028842878,0.333392156,0,0.163955562,0.449104439,0.542618974,0.210078751,0.2113955,0,0,0,0,0,0,0,0,0.936908442,0.548362609,1.25224466,0.875194129,0.588826618,1.200395115,0.435238155,0,2.667899931,2.112283538,2.79648711,5.801394857,3.060648829,4.011637531,4.564870262,4.557131218,0,0,0,0,0,0,0,0,2.118716019,0.714495035,0.352664743,0.442645989,0.35828737,1.157161048,0.379059941,0.622353289,6.816945039,5.572786482,3.44951481,10.68769498,8.10569168,7.609451152,8.003283613,8.790708934,3.266028954,3.799101598,3.304220414,2.175467541,3.446475029,3.593817848,4.618800695,3.373714195,1.693007211,1.447405703,1.38677435,0.468153899,0.710781456,0.350947175,0.35344209,1.806008703,0,0,0,0,0,0,0.037796762,0,1.218442064,0.177720546,1.00131563,0.421230383,0.692525426,0.821476776,0.647553048,0.680630139
ZJ_WZ_contig_25579450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811008716,0.229718882,4.432720358,1.577258519,1.582335953,1.223647799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.09085832,10.94342691,9.569428126,10.16302882,10.87149521,10.47861135,12.12774553,5.74308482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_25663901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794072244,0.046504768,3.414713834,1.569378406,5.637374344,1.814906119,1.193101428,10.29552019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3869275,10.32106621,11.19761951,18.5728766,16.68724253,10.52152793,9.848093665,9.470735143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_25679403||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.08425806,32.88404852,43.11450756,57.89222481,29.57689216,44.48750064,35.58532024,34.39542108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_25703652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.16947134,10.87779454,20.8200293,2.736626484,4.985723807,47.57451873,3.183142436,0,0,0,0,0,0.046360897,0,0,0,0,0,0,0,0,0,0,0,1.821146791,0.969306321,1.06055395,0,0,0,0,0,7.009953949,8.07066501,6.162451692,10.7392676,7.696274377,13.36365547,7.290341166,10.35203024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_25774568||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18992784,0,1.881956947,1.649136366,0,0,0,2.992231368,0.276792581,2.400784581,4.989096603,3.694002062,5.203379472,7.139077384,7.404381376,0,0,0,0,0,0,0,0,0.454839036,0,0,0,0,0,0,0,8.988762586,10.33598961,8.287734698,6.98072383,13.49243748,7.537257911,12.39471347,6.120685391,0,0,0.386505936,0,0,0.210063062,0,0,4.606693685,5.737462369,6.350037137,4.479966689,5.871719943,6.432759708,6.320075536,7.083436403,0,0,0,0,0,0,0,0,0.809506171,5.665645057,0,0,11.84488942,6.929436192,10.84427741,5.207006854
ZJ_WZ_contig_2583989||full,0,0,0,0,0,0,0,0,3.101524919,1.703230644,3.20361398,1.795946435,2.666832144,3.636360435,3.141171886,1.26668258,0,0,0,0,0,0,0,0,1.752211234,5.690181875,2.312329778,6.878708183,7.335166377,1.265735919,0.14777244,0,5.439244327,1.876447177,7.022192855,2.123512711,4.267882252,5.277529328,3.629495773,1.106072494,0,0,0,0,0,0,0,0,0,0,0,0.470146609,0,0,0,0,10.39144467,16.95548427,10.20083037,11.1105097,7.951879468,13.29839003,6.507226288,3.145637454,0,1.662878628,2.383120492,1.653925185,1.944171778,2.45748525,0,0.953113245,0.987066051,1.361192181,3.388400606,0.430268417,1.593774901,0.940040689,1.972586186,0.168044426,0.192760033,0.20288122,0,1.0292759,1.123977842,0.207493156,0,0,9.297314046,5.393998608,0.211330399,0,7.066848666,6.908780209,8.999839499,6.423460506
ZJ_WZ_contig_25852271||0_partial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.237033817,3.478090105,8.558808342,5.220309363,2.969833821,10.09951208,11.96304349,12.45214089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.857876717,7.275094086,4.864803037,11.24827721,10.04611643,9.343004957,7.623978274,9.269434967,0,0,0,0,0,0,0,0,10.13438434,11.36156144,12.64204073,15.33315803,17.91012191,12.54354789,10.73108877,12.4779555,0,0,0,0,0,0,0,0,1.224417333,2.83359822,0,0,7.379397166,5.156348662,7.875943018,5.724273458
ZJ_WZ_contig_25919301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46777618,3.18739808,5.621424414,10.71508596,7.644668585,8.057463442,11.55125381,18.93177407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.530715407,8.924973891,3.618975102,3.257412095,5.33658789,17.25583008,9.652836433,7.073404783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZJ_WZ_contig_2603021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9453566,1.701621375,3.602036668,4.841674478,4.113987609,6.811757213,5.540395738,5.938000891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.844318486,9.509132757,9.939783383,10.70886733,8.933503396,12.37870421,8.645031721,7.118838961,0,0,0,0,0,0,0,0,1.468590033,1.548272442,1.28356865,0.68694913,2.675917113,2.202025287,3.050138338,2.507659333,0,0,0,0,0,0,0,0,0.941879648,1.162661879,1.950966768,0.668992611,1.550145951,1.430835949,1.695432382,1.179942331
ZJ_WZ_contig_26169205||full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124635287,0,0,0,0,0,0,0,0,0,0,0,8.107732764,0.536295074,7.242845143,11.75705177,6.819805375,12.85227853,14.92007557,9.351876432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.040944462,5.969345528,6.507361288,1.97240406,7.5706497,4.066923208,8.130686673,2.401097279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
