Candidatus.Falkowbacteria Chlamydiae Fibrobacteres Candidatus.Latescibacteria Candidatus.Parcubacteria Calditrichaeota Tenericutes Candidatus.Kariarchaeota Candidatus.Bathyarchaeota Spirochaetes candidate.division.WWE3 Candidatus.Rokubacteria candidate.division.Zixibacteria Candidatus.Schekmanbacteria Candidatus.Dadabacteria Candidatus.Krumholzibacteriota Candidatus.Hydrogenedentes Nitrospinae Euryarchaeota Ignavibacteriae Deinococcus.Thermus Thaumarchaeota Rhodothermaeota Thermoplasmatota Lentisphaerae Kiritimatiellaeota Candidatus.Aminicenantes Candidatus.Eisenbacteria Unclassified.Bacteria Verrucomicrobia Other.Proteobacteria Nitrospirae Thermodesulfobacteria Gemmatimonadetes Proteobacteria.Betaproteobacteria Firmicutes Planctomycetes Cyanobacteria Actinobacteria Bacteroidetes Acidobacteria Proteobacteria.Alphaproteobacteria Chloroflexi Proteobacteria.Deltaproteobacteria Proteobacteria.Gammaproteobacteria TOC..g.kg.
candidate.division.WWE3 NA NA NA 0.00122860945439141 0.0905856706129926 0.23095033492622 0.0407059930530078 0.213348938553781 NA NA NA 0.467969113404054 0.0451583961553541 0.0143934491870827 0.881781474733447 0.0885276971571838 0.65926540626328 0.632732500478083 0.0124609043500601 0.0211112288702093 0.133972948199697 0.0383861253400153 0.0905856706129926 0.119805413504322 0.148148200147062 0.0014843636266324 0.0893990498368544 0.395175569222396 0.00181535537740718 0.286759200678784 0.0327974280031262 0.000143070874521811 0.00334733747128868 0.0136522132508752 1.2396995144659e-05 0.7699550105555 0.0643652853742451 0.000997417099346087 0.0290399352659629 0.00838977756410841 0.0733654243319899 0.168584729765569 0.889658970145775 0.000931790931367082 0.807090587058195 0.060793485379895
Candidatus.Rokubacteria NA NA NA 0.727357860939718 0.771949891958094 0.377023689430729 0.727357860939718 0.524386956455633 NA NA 0.467969113404054 NA 0.454403212869677 0.203973613357181 0.0332084538600688 0.687037848089299 0.670009834045522 0.509937800249234 0.771949891958094 0.448756041303485 0.317582227717789 0.32910246777451 0.771949891958094 0.0315676431246574 0.42786159680237 0.317582227717789 0.0485831824396472 0.414875931865592 0.203973613357181 0.913456325134692 0.177545068251959 0.413387951916858 0.39667130338865 0.154358541112428 0.228571886356501 0.377023689430729 0.229251325569639 0.122941466536078 0.326228246193293 0.111395264974792 0.111351420763014 0.744356902464431 0.827943676633448 0.0993365553428391 0.383249683015287 0.299838154025788
candidate.division.Zixibacteria NA NA NA 0.00488801403948269 5.81388168674479e-06 0.473605920830307 8.78418520366964e-07 2.22044604925031e-16 NA NA 0.0451583961553541 0.454403212869677 NA 0.110590455895121 0.00911565502669065 0.102621324310564 0.788215980013976 1.13567963921923e-08 0.0809153963260194 0.388436872838374 4.44089209850063e-16 2.33011999739574e-06 0.0809153963260194 0.0848971190045094 1.57651669496772e-14 0.0228218665038882 0.91625057502997 0.795012463723825 1.13974922388849e-07 0.0303721544198563 0.10139711306056 0.583103924148933 1.33226762955019e-15 0.160664560576486 0.136650044684224 0.256752741540478 0.276719237836028 0.653545492392663 0.0166629132712113 0.000213980612552733 0.802118088300771 0.000107399662291119 0.35007249219283 0.109055542146413 1.39221944173151e-06 0.549481320896683
Candidatus.Schekmanbacteria NA NA NA 0.218738159801604 0.817995498017419 0.496650736519275 0.841935156126586 0.57257616609244 NA NA 0.0143934491870827 0.203973613357181 0.110590455895121 NA 0.945878009590951 0.134401582243259 0.00292611409856769 0.133607051658766 0.892486737901092 0.563680365293018 0.200087148423847 0.421661884310216 0.064375843472896 0.0287685284213484 0.334663912294577 0.000117462333700136 0.618504306425987 0.0364372687971946 0.334569932618206 0.90272856479102 0.0761529387987478 0.000649673254821792 0.00919277827285381 0.0304094784673725 6.62908449000632e-06 0.976918894528442 0.593714587586303 0.683835720944449 0.248258522495256 0.852200866891276 0.0269791236058483 0.028241250638285 0.129941017149664 0.00637303279669643 0.695580020269832 0.380433861719454
Candidatus.Dadabacteria NA NA NA 0.143102320816437 0.224697229288886 0.0116599732871709 0.833138284589998 7.92499635033916e-05 NA NA 0.881781474733447 0.0332084538600688 0.00911565502669065 0.945878009590951 NA 0.00822560357237556 0.0840780321584265 2.70577174643627e-05 0.224697229288886 0.00937212787638741 0.00310256133249931 0.0168945554243662 0.224697229288886 0.601417246906928 6.14271281103029e-05 0.354503047787549 0.570285961991703 0.00155550071170962 0.257192519760435 0.0227621751927782 0.352694005159256 0.795094672202165 5.3448413395607e-05 0.0581716691088967 0.101063634417784 0.300007864741644 0.136711360312388 0.804878946854948 0.424629652604357 0.0392655742979087 0.945177879849622 0.00530899023290043 0.633284876432068 0.952947284347519 0.0267908152541307 0.00243574366922461
Candidatus.Krumholzibacteriota NA NA NA 0.000321337294356683 0.00199497202105903 0.00477451167364062 0.0473751921011432 0.994756340372338 NA NA 0.0885276971571838 0.687037848089299 0.102621324310564 0.134401582243259 0.00822560357237556 NA 0.120597174123902 0.032604019605047 0.316646282867179 1.3659283659706e-07 0.0217367218408269 0.34340815299322 0.0252778570335042 0.769059965796156 0.986932412733852 0.00402274515836742 0.00278795797773701 0.0724503003457493 0.0104359583809783 0.375714282926927 0.27642747028346 0.00075392955125575 0.0342054143226282 0.370366645988721 0.0015545035393707 0.258536961264107 0.568125663631571 0.531844028560289 0.557810251099 0.0764546302666385 0.510746347835839 0.630822201238782 0.741519493084231 0.384932597837544 0.440837262740521 0.0126053839666269
Candidatus.Hydrogenedentes NA NA NA 0.755625373779471 0.0350801002768506 0.0343854634952252 0.204190046194225 0.885970357878261 NA NA 0.65926540626328 0.670009834045522 0.788215980013976 0.00292611409856769 0.0840780321584265 0.120597174123902 NA 0.485188403365576 0.790679463057385 0.342925681947701 0.693096796846983 0.0666510070353015 1.10898216583166e-05 0.00344332117710566 0.477225098385728 0.0067281017959302 0.443334868116126 4.74631045244145e-06 0.168194766756768 0.0312157941373294 0.592818899750348 0.0952287077890794 0.298714142739647 0.11813861298494 8.69487156709425e-05 0.829689255389556 0.23131424694609 0.241930391616843 0.0694930941113696 0.629424925478398 2.5037798443428e-06 0.2474475251857 8.98684073091793e-05 5.650751677444e-05 0.884966759054801 0.0332693785217799
Nitrospinae NA NA NA 0.0638847341710367 0.000853965028215331 0.0323876146326345 4.9427593640905e-05 9.88098491916389e-13 NA NA 0.632732500478083 0.509937800249234 1.13567963921923e-08 0.133607051658766 2.70577174643627e-05 0.032604019605047 0.485188403365576 NA 0.125079329357072 0.312901228294964 1.30743137465306e-05 0.00807173680270434 0.0193285663352376 0.896684952018185 7.39265537674783e-10 0.187940278750639 0.00464007880936168 0.0362843680685057 0.0114162472931452 0.992062520834846 0.766507130041854 0.0534827200156021 5.81867377835721e-07 0.12438689574997 0.826164975597879 0.134930396889046 0.568408203188525 0.914432444517217 0.967904925615116 3.09374629292591e-06 0.319436405289388 8.66171578906005e-10 0.0160003114534093 0.173448177185625 5.57052405267822e-05 0.00295723054431729
Euryarchaeota NA NA NA 0.419720988970769 0.502651760606915 0.884673114603673 0.419720988970769 0.138603246089626 NA NA 0.0124609043500601 0.771949891958094 0.0809153963260194 0.892486737901092 0.224697229288886 0.316646282867179 0.790679463057385 0.125079329357072 NA 0.368582031297039 0.0187061224394358 0.571493443025956 0.502651760606915 0.259711019407756 0.22940346001374 0.265639305071299 0.8807881778505 0.0165597183228108 0.136835381601723 0.77753474990256 0.105482031209701 0.00154589185637222 0.915296542293436 0.930810505143028 0.816089572656403 0.13628982524731 0.0570665327332405 0.204720532100397 0.115102714384345 0.144489849649546 0.0210228280299671 0.00961894996237511 0.0309511836528884 0.0173833478211969 0.0593317665307664 0.731535242088471
Ignavibacteriae NA NA NA 0.429318505083798 0.000502636098273168 0.0392832874412969 0.0132133277812447 0.462781728214901 NA NA 0.0211112288702093 0.448756041303485 0.388436872838374 0.563680365293018 0.00937212787638741 1.3659283659706e-07 0.342925681947701 0.312901228294964 0.368582031297039 NA 0.283952415704681 0.0321576460380171 0.0905856706129926 0.126553735844335 0.701624168064013 0.981922801494186 0.762901805531467 0.637234477393016 0.12379179183003 0.747757841300855 0.355161087761775 0.0881340824954995 0.731006400719702 0.144174146970952 0.410471601929441 0.0436826201562286 0.263688872944343 0.271799685118486 0.475120244177796 0.00359068108409133 0.0187596856663355 0.833188082646811 0.277639387457126 0.159913357776658 0.0999085500214139 0.672144474757077
Deinococcus.Thermus NA NA NA 0.0329251780785826 0.000130247141615136 0.358862608292284 5.87683941954964e-06 1.08033582080225e-11 NA NA 0.133972948199697 0.317582227717789 4.44089209850063e-16 0.200087148423847 0.00310256133249931 0.0217367218408269 0.693096796846983 1.30743137465306e-05 0.0187061224394358 0.283952415704681 NA 0.000713482296985202 0.0187061224394358 0.0205463076178427 8.80783410650565e-08 0.21672548018158 0.504211703773366 0.801217103757579 0.00046789218654375 0.0641136896985479 0.442861459887059 0.572194841746681 9.62785406954936e-13 0.595896730104299 0.284495141894925 0.265490110542007 0.507564121918405 0.548193514922496 0.00831867263397634 0.0933023196668077 0.719522280928058 0.00747942886963271 0.949036972536518 0.585872943914218 0.00673254627543241 0.786545344775903
Thaumarchaeota NA NA NA 0.056436967532921 0.275779742592214 0.0445112262773293 0.0485025233558032 1.07285134332002e-06 NA NA 0.0383861253400153 0.32910246777451 2.33011999739574e-06 0.421661884310216 0.0168945554243662 0.34340815299322 0.0666510070353015 0.00807173680270434 0.571493443025956 0.0321576460380171 0.000713482296985202 NA 0.0217928322028733 0.0221004883644493 3.91672202035842e-05 0.619800569197428 0.907554976988053 0.0159712846566626 9.20552418293141e-07 0.000153912785858745 0.516699150195341 0.0796191019832595 0.000292966646078918 0.347217918559959 0.976136484686409 0.00345715256242096 0.00927143499490946 0.0544144768420529 0.130533895882758 0.000499512031172156 0.795250730725138 0.273749719768432 0.0969121482524042 0.00586373250124428 7.09632012929617e-06 0.0267365359757199
Rhodothermaeota NA NA NA 0.419720988970769 0.502651760606915 0.0384850785320028 0.419720988970769 0.138603246089626 NA NA 0.0905856706129926 0.771949891958094 0.0809153963260194 0.064375843472896 0.224697229288886 0.0252778570335042 1.10898216583166e-05 0.0193285663352376 0.502651760606915 0.0905856706129926 0.0187061224394358 0.0217928322028733 NA 0.000205815956661581 0.0639936787188238 0.0456985808342054 0.224697229288886 0.0566435652408135 0.00248517245329327 0.000415148007973265 0.642830178014732 0.2487905117181 0.0135933713422904 0.000638957461233325 0.0297017272130888 0.0384850785320028 0.411575309860973 0.204720532100397 0.00011011346446721 0.260418075235302 0.0403014117646165 0.308897738946264 0.00134668153911166 0.0968292836771361 0.761739533422876 0.538617005961196
Thermoplasmatota NA NA NA 0.647894875359331 0.204720532100397 0.137382081656745 0.126027789540415 0.0426458689516083 NA NA 0.119805413504322 0.0315676431246574 0.0848971190045094 0.0287685284213484 0.601417246906928 0.769059965796156 0.00344332117710566 0.896684952018185 0.259711019407756 0.126553735844335 0.0205463076178427 0.0221004883644493 0.000205815956661581 NA 0.215608686360511 0.00110525609329049 0.869835832997094 0.363971274119778 0.250617481609674 0.0144192667782144 0.924804371618991 0.09105162127681 0.609999562619337 0.023028639388277 0.116432912733325 0.623217172902313 0.101893104180302 0.372006112003934 2.88737781177772e-05 0.577770351513712 0.00968528700022864 0.0611933524153394 0.095250795090243 0.00117101833768452 0.0962819370331944 0.71041414184286
Lentisphaerae NA NA NA 0.569911765126585 0.00122693977394217 0.690408250487319 0.000107426663924048 2.44249065417534e-15 NA NA 0.148148200147062 0.42786159680237 1.57651669496772e-14 0.334663912294577 6.14271281103029e-05 0.986932412733852 0.477225098385728 7.39265537674783e-10 0.22940346001374 0.701624168064013 8.80783410650565e-08 3.91672202035842e-05 0.0639936787188238 0.215608686360511 NA 0.0905585684947334 0.179116404254747 0.0564404501839211 2.51908240933574e-08 0.0661443548473994 0.315532935453654 0.845179682654267 2.06442862804579e-10 0.244160962483069 0.480889808860694 0.0488494497790735 0.970649892012737 0.72503015239575 0.116023239490094 0.000106188493072867 0.787644177050642 9.96759247673396e-06 0.484937364590838 0.0756559331911377 6.71801375582426e-05 0.0556871457376089
Kiritimatiellaeota NA NA NA 0.0025618473237361 0.58329114490286 0.582862153791458 0.345453267895673 0.139497161300165 NA NA 0.0014843636266324 0.317582227717789 0.0228218665038882 0.000117462333700136 0.354503047787549 0.00402274515836742 0.0067281017959302 0.187940278750639 0.265639305071299 0.981922801494186 0.21672548018158 0.619800569197428 0.0456985808342054 0.00110525609329049 0.0905585684947334 NA 0.5212530170788 0.419024122182379 0.0940418042148004 0.475272539084002 0.00465867338810666 0.00219374197527222 0.0614073168660976 0.0170734557052388 2.98025908396227e-07 0.756258456589062 0.350742222138636 0.00821083164249914 0.089646624405477 0.0801190163411327 0.0410146814379524 0.0365511341194678 0.172949815315081 0.257711533019928 0.250925190547 0.271771971366055
Candidatus.Aminicenantes NA NA NA 1.68300145677591e-05 0.224697229288886 0.236889427436024 0.143102320816437 0.44514747409585 NA NA 0.0893990498368544 0.0485831824396472 0.91625057502997 0.618504306425987 0.570285961991703 0.00278795797773701 0.443334868116126 0.00464007880936168 0.8807881778505 0.762901805531467 0.504211703773366 0.907554976988053 0.224697229288886 0.869835832997094 0.179116404254747 0.5212530170788 NA 0.00800845333408762 0.974783375643009 0.158999394411761 0.351210072690057 0.153601720913878 0.286173540745817 0.894272705629823 0.178138559845208 0.102719036355767 0.000386389725797631 0.109444951413263 0.834553770218549 0.225488264348508 0.475059618046161 0.144376659961735 0.247600265655639 0.0204831900932589 0.838162381996828 0.0282233884900513
Candidatus.Eisenbacteria NA NA NA 0.0209740822613442 0.0566435652408135 0.0223560348988732 0.528071560383518 0.0633339934893247 NA NA 0.395175569222396 0.414875931865592 0.795012463723825 0.0364372687971946 0.00155550071170962 0.0724503003457493 4.74631045244145e-06 0.0362843680685057 0.0165597183228108 0.637234477393016 0.801217103757579 0.0159712846566626 0.0566435652408135 0.363971274119778 0.0564404501839211 0.419024122182379 0.00800845333408762 NA 0.0047509126280576 0.286303013228847 0.603600188834543 0.870209703948333 0.541910980034192 0.0687154570825323 0.0172898404592057 0.283010990064249 0.00391005893776342 0.000182266185298374 0.109351837833435 0.0159813167548051 0.133946765257496 0.0292625716062549 0.00961305162105885 0.0822789733445064 0.998843937906313 0.000105541927770236
Unclassified.Bacteria NA NA NA 0.162768273790928 0.00264909563568194 0.0315851183101259 0.00364364456433042 9.19507740704262e-06 NA NA 0.00181535537740718 0.203973613357181 1.13974922388849e-07 0.334569932618206 0.257192519760435 0.0104359583809783 0.168194766756768 0.0114162472931452 0.136835381601723 0.12379179183003 0.00046789218654375 9.20552418293141e-07 0.00248517245329327 0.250617481609674 2.51908240933574e-08 0.0940418042148004 0.974783375643009 0.0047509126280576 NA 0.0796103000229442 0.256213485634526 0.179956612700825 2.51068811518707e-07 0.838909751823496 0.155164051031545 0.0245300007539551 0.516353746311411 0.148147052585419 0.403917177466439 0.00225516836739459 0.508978607147531 0.00305281323297413 0.74903592063634 0.235757335642792 0.0128228104352677 0.039786797831546
Verrucomicrobia NA NA NA 0.0858105341533104 0.586418347246973 0.203348407831641 0.941614722951776 0.023485801888012 NA NA 0.286759200678784 0.913456325134692 0.0303721544198563 0.90272856479102 0.0227621751927782 0.375714282926927 0.0312157941373294 0.992062520834846 0.77753474990256 0.747757841300855 0.0641136896985479 0.000153912785858745 0.000415148007973265 0.0144192667782144 0.0661443548473994 0.475272539084002 0.158999394411761 0.286303013228847 0.0796103000229442 NA 0.685407993799642 0.157159030866103 0.0275670291268868 0.000831038331527978 0.47476492584545 0.513018933829215 0.00409415893440079 0.170134698231028 0.00623224270449407 0.440783378706848 0.908405826550964 0.71058591059442 0.0644927284189378 0.124343295177969 0.138890094329513 0.116341669778965
Other.Proteobacteria NA NA NA 0.0289585116193392 0.387336613062772 0.828136147642249 0.73406056871622 0.723956450834537 NA NA 0.0327974280031262 0.177545068251959 0.10139711306056 0.0761529387987478 0.352694005159256 0.27642747028346 0.592818899750348 0.766507130041854 0.105482031209701 0.355161087761775 0.442861459887059 0.516699150195341 0.642830178014732 0.924804371618991 0.315532935453654 0.00465867338810666 0.351210072690057 0.603600188834543 0.256213485634526 0.685407993799642 NA 0.0355682656047338 0.479950806553938 0.280109956486566 8.2637913968675e-05 0.787726749550253 0.526545869520851 0.00618691024854034 0.218234527341156 0.218091514779792 0.863443478820624 0.83139447233216 0.28928163919186 0.140278749244922 0.561079261461428 0.130524031227078
Nitrospirae NA NA NA 0.261997321093651 0.158764601671715 0.0279678648985249 0.106531523426442 0.258706944592781 NA NA 0.000143070874521811 0.413387951916858 0.583103924148933 0.000649673254821792 0.795094672202165 0.00075392955125575 0.0952287077890794 0.0534827200156021 0.00154589185637222 0.0881340824954995 0.572194841746681 0.0796191019832595 0.2487905117181 0.09105162127681 0.845179682654267 0.00219374197527222 0.153601720913878 0.870209703948333 0.179956612700825 0.157159030866103 0.0355682656047338 NA 0.132286096315579 0.405657732537217 4.54550146189447e-06 0.415038571928834 0.0169552394743353 0.0105178342978478 0.0375408564722526 0.8392920631053 0.00562792291038328 0.0371265869624084 0.71567750784194 5.00609926845641e-08 0.00210382470845705 0.0603176331399815
Thermodesulfobacteria NA NA NA 0.265961437730636 5.52766806118932e-05 0.235950573213049 7.09324504244435e-06 1.61319846370134e-11 NA NA 0.00334733747128868 0.39667130338865 1.33226762955019e-15 0.00919277827285381 5.3448413395607e-05 0.0342054143226282 0.298714142739647 5.81867377835721e-07 0.915296542293436 0.731006400719702 9.62785406954936e-13 0.000292966646078918 0.0135933713422904 0.609999562619337 2.06442862804579e-10 0.0614073168660976 0.286173540745817 0.541910980034192 2.51068811518707e-07 0.0275670291268868 0.479950806553938 0.132286096315579 NA 0.788073848107706 0.165438885479968 0.0134096870195286 0.881632026961099 0.164356262456367 0.147811113821572 0.00458270565968233 0.0459001121181855 1.09685820559591e-06 0.104002199042218 0.411497092971584 0.0013460385215236 0.550557246674507
Gemmatimonadetes NA NA NA 0.0451468900806078 0.966960933908183 0.329155713594084 0.792929639526303 0.457683057994302 NA NA 0.0136522132508752 0.154358541112428 0.160664560576486 0.0304094784673725 0.0581716691088967 0.370366645988721 0.11813861298494 0.12438689574997 0.930810505143028 0.144174146970952 0.595896730104299 0.347217918559959 0.000638957461233325 0.023028639388277 0.244160962483069 0.0170734557052388 0.894272705629823 0.0687154570825323 0.838909751823496 0.000831038331527978 0.280109956486566 0.405657732537217 0.788073848107706 NA 0.0186290996119167 0.344970293591308 0.36698523504844 0.708463669841749 0.0304387794601459 0.00432918502728974 0.659078189766663 0.135435306337448 0.000219296347636178 0.694559117878593 0.146085696981181 0.0662022090231251
Proteobacteria.Betaproteobacteria NA NA NA 1.27818043211825e-05 0.75866913376212 0.00551739659007766 0.459039891354067 0.845362309348021 NA NA 1.2396995144659e-05 0.228571886356501 0.136650044684224 6.62908449000632e-06 0.101063634417784 0.0015545035393707 8.69487156709425e-05 0.826164975597879 0.816089572656403 0.410471601929441 0.284495141894925 0.976136484686409 0.0297017272130888 0.116432912733325 0.480889808860694 2.98025908396227e-07 0.178138559845208 0.0172898404592057 0.155164051031545 0.47476492584545 8.2637913968675e-05 4.54550146189447e-06 0.165438885479968 0.0186290996119167 NA 0.0950672869127289 0.350081886976586 0.00179126060088208 0.0267453551385444 0.312992741229277 0.043124029288474 0.385833501244584 0.341571069130558 0.000715165632610981 0.687235564185597 0.0126695946699584
Firmicutes NA NA NA 0.0120792807705243 0.032013773937972 0.253670049944981 0.00240347595562374 0.0946279734400104 NA NA 0.7699550105555 0.377023689430729 0.256752741540478 0.976918894528442 0.300007864741644 0.258536961264107 0.829689255389556 0.134930396889046 0.13628982524731 0.0436826201562286 0.265490110542007 0.00345715256242096 0.0384850785320028 0.623217172902313 0.0488494497790735 0.756258456589062 0.102719036355767 0.283010990064249 0.0245300007539551 0.513018933829215 0.787726749550253 0.415038571928834 0.0134096870195286 0.344970293591308 0.0950672869127289 NA 0.661296589802606 0.12219005180761 0.125972877116446 0.214642743098135 0.0261770077595727 0.0964732359495262 0.852737011505898 0.259323752986956 0.0584683741006975 0.743842337474775
Planctomycetes NA NA NA 0.00904506089174051 0.926379089542915 0.681940191785423 0.762209802670259 0.579999082914247 NA NA 0.0643652853742451 0.229251325569639 0.276719237836028 0.593714587586303 0.136711360312388 0.568125663631571 0.23131424694609 0.568408203188525 0.0570665327332405 0.263688872944343 0.507564121918405 0.00927143499490946 0.411575309860973 0.101893104180302 0.970649892012737 0.350742222138636 0.000386389725797631 0.00391005893776342 0.516353746311411 0.00409415893440079 0.526545869520851 0.0169552394743353 0.881632026961099 0.36698523504844 0.350081886976586 0.661296589802606 NA 0.0449181505431362 9.89113800988761e-05 0.966345201224247 0.152631020635616 0.138270863925556 0.827352453682933 0.0466992591462034 0.00564290636039821 0.551510053839854
Cyanobacteria NA NA NA 0.126027789540415 1.37212610560322e-05 0.576122460218427 0.000894472603924612 0.738734526670862 NA NA 0.000997417099346087 0.122941466536078 0.653545492392663 0.683835720944449 0.804878946854948 0.531844028560289 0.241930391616843 0.914432444517217 0.204720532100397 0.271799685118486 0.548193514922496 0.0544144768420529 0.204720532100397 0.372006112003934 0.72503015239575 0.00821083164249914 0.109444951413263 0.000182266185298374 0.148147052585419 0.170134698231028 0.00618691024854034 0.0105178342978478 0.164356262456367 0.708463669841749 0.00179126060088208 0.12219005180761 0.0449181505431362 NA 0.000993356268782719 0.0212878550742368 0.792686003670541 0.68108241417847 0.00131177316061315 0.153575346971788 0.0374111583304779 0.103737202596446
